From,CO (mg/m3)
09/02/2023 15:45,0.71
09/02/2023 16:00,0.73
09/02/2023 16:15,0.74
09/02/2023 16:30,0.76
09/02/2023 16:45,0.77
09/02/2023 17:00,0.8
09/02/2023 17:15,0.8
09/02/2023 17:30,0.79
09/02/2023 17:45,0.79
09/02/2023 18:00,1.01
09/02/2023 18:15,2.19
09/02/2023 18:30,2.19
09/02/2023 18:45,2.73
09/02/2023 19:00,2.37
09/02/2023 19:15,2.28
09/02/2023 19:30,2.36
09/02/2023 19:45,2.35
09/02/2023 20:00,2.18
09/02/2023 20:15,1.87
09/02/2023 20:30,2
09/02/2023 20:45,1.4
09/02/2023 21:00,1.5
09/02/2023 21:15,1.91
09/02/2023 21:30,1.94
09/02/2023 21:45,2.03
09/02/2023 22:00,2.81
09/02/2023 22:15,2.63
09/02/2023 22:30,2.27
09/02/2023 22:45,2.16
09/02/2023 23:00,1.99
09/02/2023 23:15,1.67
09/02/2023 23:30,1.74
09/02/2023 23:45,1.78
10/02/2023 00:00,1.82
10/02/2023 00:15,1.56
10/02/2023 00:30,1.42
10/02/2023 00:45,1.49
10/02/2023 01:00,1.72
10/02/2023 01:15,2.12
10/02/2023 01:30,1.92
10/02/2023 01:45,1.84
10/02/2023 02:00,1.83
10/02/2023 02:15,1.73
10/02/2023 02:30,1.67
10/02/2023 02:45,1.74
10/02/2023 03:00,1.81
10/02/2023 03:15,1.8
10/02/2023 03:30,1.84
10/02/2023 03:45,1.95
10/02/2023 04:00,1.96
10/02/2023 04:15,1.96
10/02/2023 04:30,2
10/02/2023 04:45,2.1
10/02/2023 05:00,2.28
10/02/2023 05:15,2.39
10/02/2023 05:30,2.11
10/02/2023 05:45,2.02
10/02/2023 06:00,2.08
10/02/2023 06:15,2.11
10/02/2023 06:30,2.11
10/02/2023 06:45,2.16
10/02/2023 07:00,2.15
10/02/2023 07:15,1.98
10/02/2023 07:30,1.95
10/02/2023 07:45,1.9
10/02/2023 08:00,1.42
10/02/2023 08:15,1.25
10/02/2023 08:30,1.25
10/02/2023 08:45,1.24
10/02/2023 09:00,1.25
10/02/2023 09:15,1.26
10/02/2023 09:30,1.03
10/02/2023 09:45,1.256666667
10/02/2023 10:00,1.483333333
10/02/2023 10:15,1.71
10/02/2023 10:30,0.85
10/02/2023 10:45,0.82
10/02/2023 11:00,0.81
10/02/2023 11:15,0.81
10/02/2023 11:30,0.81
10/02/2023 11:45,0.86
10/02/2023 12:00,0.95
10/02/2023 12:15,0.92
10/02/2023 12:30,0.84
10/02/2023 12:45,0.77
10/02/2023 13:00,0.77
10/02/2023 13:15,0.73
10/02/2023 13:30,0.77
10/02/2023 13:45,0.76
10/02/2023 14:00,0.74
10/02/2023 14:15,0.61
10/02/2023 14:30,0.57
10/02/2023 14:45,0.56
10/02/2023 15:00,0.56
10/02/2023 15:15,0.6
10/02/2023 15:30,0.58
10/02/2023 15:45,0.56
10/02/2023 16:00,0.56
10/02/2023 16:15,0.56
10/02/2023 16:30,0.56
10/02/2023 16:45,0.58
10/02/2023 17:00,0.58
10/02/2023 17:15,0.66
10/02/2023 17:30,0.98
10/02/2023 17:45,1.06
10/02/2023 18:00,1.18
10/02/2023 18:15,1.2
10/02/2023 18:30,1.51
10/02/2023 18:45,2.08
10/02/2023 19:00,1.96
10/02/2023 19:15,2.26
10/02/2023 19:30,2.183333333
10/02/2023 19:45,2.106666667
10/02/2023 20:00,2.03
10/02/2023 20:15,2.91
10/02/2023 20:30,3.82
10/02/2023 20:45,2.4
10/02/2023 21:00,2.92
10/02/2023 21:15,2.45
10/02/2023 21:30,2.27
10/02/2023 21:45,2.29
10/02/2023 22:00,1.98
10/02/2023 22:15,2.06
10/02/2023 22:30,2.63
10/02/2023 22:45,2.84
10/02/2023 23:00,2.36
10/02/2023 23:15,2.18
10/02/2023 23:30,2.03
10/02/2023 23:45,2.025
,2.02
,1.59
,1.61
,1.6
,1.56
,1.49
,1.43
,1.49
,1.57
,1.5
,1.51
,1.52
,1.35
,1.24
,1.28
,1.31
,1.32
,1.29
,1.34
,1.21
,1.21
,1.33
,1.79
,1.89
,2.06
,1.97
,1.99
,1.95
,2.03
,2.23
,2.71
,2.9
,2.28
,1.71
,1.37
,1.39
,1.42
,1.12
,0.5
,0.756666667
,1.013333333
,1.27
,0.38
,0.38
,0.38
,0.35
,0.29
,0.23
,0.25
,0.29
,0.3
,0.3
,0.62
,0.6
,0.57
,0.54
,0.52
,0.56
,0.56
,0.53
,0.53
,0.53
,0.53
,0.735
,0.94
,1.145
,1.35
,1.31
,1.27
,1.25
,1.23
,1.23
,0.64
,0.56
,0.58
,0.6
,0.62
,0.66
,0.65
,0.62
,0.63
,0.71
,0.72
,0.73
,0.74
,0.81
,0.84
,0.84
,0.84
,0.82
,0.76
,0.76
,0.78
,0.85
,0.86
,0.815
,0.77
,0.73
,0.69
,0.7
,0.73
,0.73
,0.65
,0.6
,0.57
,0.65
,0.61
,0.58
,0.56
,0.56
,0.61
,0.66
,0.65
,0.65
,0.68
,0.7
,0.7
,0.72
,0.72
,0.7
,0.69
,0.69
,0.68
,0.66
,0.68
,0.66
,0.72
,0.74
,0.73
,0.78
,0.74
,0.7
,0.71
,0.72
,0.71
,0.956666667
,1.203333333
,1.45
,0.62
,0.61
,0.6
,0.58
,0.57
,0.56
,0.55
,0.6
,0.56
,0.55
,0.54
,0.54
,0.54
,0.53
,0.49
,0.48
,0.45
,0.47
,0.49
,0.5
,0.5
,0.53
,0.5
,0.5
,0.48
,0.46
,0.48
,0.5
,0.52
,0.52
,0.54
,0.57
,0.62
,0.64
,0.66
,0.69
,0.7
,0.69
,0.65
,0.65
,0.72
,0.71
,0.7
,0.71
,0.71
,0.74
,0.78
,0.77
,0.77
,0.81
,0.88
,1
,1.16
,1.05
,0.94
,1
,1.21
,1.16
,0.98
,0.92
,0.82
,0.69
,0.61
,0.57
,0.57
,0.49
,0.42
,0.4
,0.4
,0.42
,0.45
,0.49
,0.49
,0.5
,0.5
,0.47
,0.48
,0.49
,0.55
,0.6
,0.57
,0.6
,0.6
,0.54
,0.48
,0.49
,0.49
,0.44
,0.45
,0.44
,0.44
,0.45
,0.44
,0.71
,0.98
,1.25
,0.42
,0.42
,0.42
,0.42
,0.42
,0.44
,0.45
,0.47
,0.44
,0.44
,0.42
,0.45
,0.44
,0.42
,0.44
,0.42
,0.44
,0.45
,0.44
,0.45
,0.45
,0.41
,0.41
,0.44
,0.42
,0.44
,0.42
,0.42
,0.45
,0.52
,0.62
,0.66
,0.63
,0.55
,0.27
,0.3
,0.25
,0.24
,0.23
,0.26
,0.25
,0.22
,0.22
,0.26
,0.5
,0.66
,0.72
,0.72
,0.73
,0.76
,0.77
,0.7
,0.65
,0.79
,0.93
,0.9
,0.89
,0.89
,0.88
,0.87
,0.88
,0.9
,0.92
,0.92
,0.88
,0.88
,0.89
,0.9
,0.87
,0.88
,0.87
,0.86
,0.87
,0.86
,0.87
,0.86
,0.88
,0.9
,0.92
,0.97
,1.01
,1.1
,1.08
,0.93
,0.81
,0.76
,0.77
,0.82
,0.82
,0.8
,0.81
,0.73
,0.74
,0.95
,1.16
,1.37
,0.53
,0.54
,0.53
,0.54
,0.54
,0.53
,0.53
,0.54
,0.54
,0.61
,0.58
,0.56
,0.55
,0.55
,0.56
,0.58
,0.54
,0.35
,0.31
,0.495
,0.68
,0.66
,0.66
,0.7
,0.71
,0.71
,0.72
,0.71
,0.72
,0.73
,0.77
,0.81
,0.8
,0.79
,0.62
,0.6
,0.62
,0.6
,0.6
,0.6
,0.61
,0.65
,0.78
,0.94
,0.93
,0.84
,0.74
,0.73
,0.86
,1.18
,1.26
,1.25
,1.24
,1.655
,2.07
,2.04
,1.95
,1.92
,1.96
,2.02
,2.06
,2.06
,1.97
,1.85
,1.82
,1.82
,1.81
,1.76
,1.73
,1.72
,1.67
,1.65
,1.79
,1.72
,1.59
,1.57
,1.59
,1.61
,1.59
,1.55
,1.51
,1.55
,1.55
,1.56
,1.66
,1.76
,1.73
,1.72
,1.69
,1.65
,1.64
,1.52
,1.44
,1.72
,2
,2.28
,1.41
,1.41
,1.39
,1.37
,1.37
,1.4
,1.42
,1.42
,1.41
,1.39
,1.41
,1.33
,1.29
,1.24
,1.26
,1.24
,1.25
,1.27
,1.25
,1.23
,1.23
,1.23
,1.23
,1.24
,1.24
,1.25
,1.24
,1.26
,1.27
,1.29
,1.31
,1.29
,1.33
,1.35
,1.4
,1.5
,1.45
,1.43
,1.47
,2.05
,1.81
,1.69
,1.73
,1.82
,1.87
,1.9
,1.85
,1.81
,1.81
,1.83
,1.8
,1.74
,1.74
,1.79
,1.84
,1.87
,1.9
,1.96
,2.06
,2.14
,2.08
,2.11
,2.03
,1.95
,1.91
,1.94
,2
,2
,2.05
,2.05
,2
,1.99
,1.99
,1.96
,1.91
,2.15
,2.16
,2.07
,2.07
,2.03
,1.92
,1.88
,1.88
,1.82
,1.81
,1.89
,1.96
,2.03
,2.18
,2.23
,2.22
,2.15
,2.03
,1.91
,1.79
,1.67
,0.76
,0.77
,0.77
,0.86
,1.09
,1.18
,1.18
,1.18
,1.17
,1.19
,1.21
,1.33
,1.2
,1.1
,1.11
,1.09
,1.05
,1.03
,1.06
,1.31
,1.31
,1.28
,1.27
,1.28
,1.29
,1.35
,1.29
,1.28
,1.32
,1.36
,1.47
,1.83
,2.44
,2.52
,2.18
,1.88
,1.53
,1.35
,1.37
,1.41
,1.45
,1.48
,1.5
,1.43
,1.41
,1.55
,1.58
,1.58
,1.82
,2.02
,1.87
,1.83
,1.8
,1.399999999
,1
,0.98
,1
,1
,0.93
,0.88
,0.97
,1.09
,1.09
,1.06
,0.96
,0.87
,0.78
,0.76
,0.7
,0.68
,1.03
,0.97
,0.93
,0.98
,0.97
,0.96
,1.01
,1.37
,1.49
,1.52
,1.71
,1.73
,1.76
,1.79
,1.82
,1.9
,1.92
,1.91
,1.9
,1.79
,1.82
,1.83
,1.73
,1.963333333
,2.196666667
,2.43
,1.31
,1.32
,1.31
,1.31
,1.29
,1.27
,1.16
,1.65
,1.69
,1.68
,1.69
,1.68
,1.69
,1.67
,1.66
,1.65
,1.65
,1.48
,1.43
,1.44
,1.55
,1.58
,1.58
,1.59
,1.61
,1.69
,1.75
,1.81
,1.89
,2.06
,2.11
,2.2
,2.43
,2.87
,3.18
,3.22
,2.84
,2.21
,2.1
,1.98
,1.94
,1.91
,1.91
,1.89
,1.85
,1.88
,1.95
,1.97
,2.05
,2.1
,2.16
,2.19
,2.15
,1.564999999
,0.98
,0.86
,0.79
,0.78
,0.78
,0.77
,0.81
,0.85
,0.87
,1.05
,1.27
,1.33
,1.25
,1.2
,1.17
,1.16
,1.17
,1.12
,1.23
,1.12
,1.09
,1.05
,1.04
,1.04
,1.03
,1.08
,1.03
,1
,1.06
,1.4
,1.59
,1.61
,1.66
,1.51
,1.39
,1.2
,1.08
,1
,0.97
,1.21
,1.45
,1.69
,0.6
,0.58
,0.57
,0.58
,0.58
,0.58
,0.6
,0.61
,0.61
,0.63
,0.6
,0.47
,0.41
,0.34
,0.29
,0.27
,0.26
,0.23
,0.21
,0.17
,0.11
,0.16
,0.15
,0.1
,0.1
,0.14
,0.19
,0.21
,0.23
,0.31
,0.64
,1.19
,1.55
,2.2
,2.34
,2.21
,2.44
,1.12
,0.64
,0.58
,0.56
,0.54
,0.52
,0.49
,0.55
,0.64
,0.69
,0.71
,0.7
,0.71
,0.72
,0.71
,0.72
,1.065
,1.41
,1.18
,1.05
,1.12
,1.06
,1.02
,1.04
,1.05
,1.12
,1.33
,1.35
,1.19
,1.15
,1.12
,1.15
,1.18
,1.13
,1.08
,0.95
,0.94
,0.92
,0.87
,0.86
,0.87
,0.9
,1.02
,1.11
,1.47
,1.73
,1.84
,1.61
,1.25
,1.18
,1.12
,1.19
,1.17
,1.02
,0.79
,0.63
,0.886666666
,1.143333333
,1.4
,0.6
,0.86
,1.02
,0.96
,0.92
,0.88
,0.84
,0.81
,0.74
,0.66
,0.65
,0.66
,0.65
,0.69
,0.7
,0.72
,0.73
,0.74
,0.73
,0.69
,0.64
,0.68
,0.69
,0.69
,0.72
,0.79
,0.81
,0.84
,0.87
,0.92
,0.92
,0.92
,0.94
,1.03
,1.11
,1.11
,1.06
,1.12
,1.13
,1.11
,1.17
,1.13
,1.15
,1.18
,1.23
,1.27
,1.34
,1.44
,1.6
,1.92
,2.05
,1.91
,1.76
,1.5
,1.24
,1.23
,1.01
,1
,0.85
,0.81
,0.84
,0.79
,0.92
,0.94
,0.92
,0.88
,0.78
,0.73
,0.71
,0.68
,0.58
,0.56
,0.54
,0.72
,0.63
,0.61
,0.63
,0.61
,0.64
,0.8
,0.71
,0.63
,0.65
,0.74
,0.77
,0.85
,1.02
,0.82
,0.57
,0.68
,0.72
,0.58
,0.34
,0.593333333
,0.846666666
,1.1
,0.27
,0.24
,0.23
,0.22
,0.19
,0.18
,0.16
,0.156153846
,0.152307692
,0.148461538
,0.144615385
,0.140769231
,0.136923077
,0.133076923
,0.129230769
,0.125384615
,0.121538462
,0.117692308
,0.113846154
,0.11
,0.15
,0.17
,0.19
,0.19
,0.19
,0.21
,0.23
,0.25
,0.27
,0.29
,0.35
,0.66
,0.95
,1.33
,2.03
,2.5
,2.86
,3.15
,2.1
,1.02
,1.28
,1.94
,1.99
,1.29
,1.16
,1.65
,1.51
,1.34
,1.24
,1.56
,1.77
,1.5
,1.23
,1.43
,1.63
,1.63
,1.39
,1.37
,1.25
,1.19
,1.16
,1.19
,1.24
,1.41
,1.49
,1.32
,1.36
,1.29
,1.25
,1.17
,1.24
,1.21
,1.25
,1.26
,1.56
,1.5
,1.37
,1.26
,1.32
,1.32
,1.32
,1.47
,2.52
,2.75
,2.31
,1.02
,0.69
,0.61
,0.62
,0.62
,0.61
,0.62
,0.63
,0.876666667
,1.123333333
,1.37
,0.61
,0.57
,0.56
,0.54
,0.54
,0.54
,0.49
,0.49
,0.55
,0.63
,0.63
,0.58
,0.57
,0.55
,0.57
,0.55
,0.53
,0.54
,0.54
,0.52
,0.5
,0.49
,0.54
,0.54
,0.56
,0.56
,0.57
,0.57
,0.74
,0.9
,0.95
,1.01
,1.05
,0.94
,1.16
,1.17
,1.44
,1.27
,1.21
,1.44
,1.28
,1.32
,1.43
,1.9
,1.91
,2.06
,2
,1.69
,1.43
,1.43
,1.52
,1.56
,1.82
,1.705
,1.59
,1.6
,1.65
,1.49
,1.31
,1.28
,1.36
,1.32
,1.25
,1.23
,1.06
,0.85
,0.78
,0.77
,0.7
,0.56
,0.61
,0.63
,0.65
,0.72
,0.69
,0.62
,0.63
,0.89
,1
,1.02
,1.48
,1.2
,1.2
,0.87
,0.76
,0.66
,0.65
,0.65
,0.69
,0.73
,0.64
,0.61
,0.46
,0.653333333
,0.846666667
,1.04
,0.29
,0.26
,0.23
,0.21
,0.19
,0.17
,0.15
,0.1
,0.1
,0.1
,0.1
,0.1
,0.1
,0.1
,0.1
,0.1
,0.1
,0.1
,0.1
,0.1
,0.1
,0.1
,0.15
,0.14
,0.125
,0.11
,0.13
,0.21
,0.23
,0.26
,0.26
,0.31
,0.38
,0.39
,0.32
,0.3
,0.34
,0.27
,0.31
,0.45
,0.49
,0.52
,0.72
,0.94
,0.95
,1.01
,1.42
,1.43
,1.48
,1.23
,1.19
,0.98
,0.97
,1.145
,1.32
,1.29
,1.28
,1.49
,1.64
,1.57
,1.45
,1.68
,1.9
,1.71
,1.56
,1.55
,1.49
,1.48
,1.53
,1.57
,1.73
,2.03
,2.23
,2.2
,2.13
,2.12
,2.1
,2.11
,2.29
,2.21
,2.2
,2.91
,3.32
,3.06
,2.6
,2.04
,1.39
,1.44
,1.58
,1.67
,1.39
,1.28
,1.23
,1.53
,1.83
,2.13
,1.66
,1.64
,1.4
,1.31
,1.29
,1.28
,1.28
,1.27
,1.26
,1.25
,1.26
,1.27
,1.26
,1.24
,1.23
,1.21
,1.21
,1.23
,1.1
,0.92
,0.93
,0.93
,0.92
,0.92
,0.94
,0.95
,1
,0.8
,0.64
,0.65
,0.62
,0.47
,0.44
,0.47
,0.44
,0.42
,0.37
,0.34
,0.34
,0.35
,0.4
,0.46
,0.47
,0.52
,0.6
,0.52
,0.61
,0.65
,0.72
,0.7
,0.81
,0.87
,1.16
,1.1
,1.04
,0.94
,1.1
,1
,0.93
,0.89
,0.87
,0.87
,0.9
,0.87
,0.94
,0.96
,0.96
,0.98
,0.95
,0.92
,0.87
,0.84
,0.89
,1
,0.95
,0.94
,1.08
,1.49
,1.4
,1.33
,1.28
,1.25
,1.56
,1.72
,1.23
,0.8
,0.81
,1.05
,1.04
,1.02
,0.93
,0.87
,0.87
,1.086666667
,1.303333333
,1.52
,0.78
,0.78
,0.6
,0.33
,0.37
,0.33
,0.27
,0.24
,0.18
,0.13
,0.14
,0.14625
,0.1525
,0.15875
,0.165
,0.17125
,0.1775
,0.18375
,0.19
,0.19625
,0.2025
,0.20875
,0.215
,0.22125
,0.2275
,0.23375
,0.24
,0.35
,0.31
,0.29
,0.3
,0.3
,0.33
,0.35
,0.37
,0.39
,0.3
,0.25
,0.26
,0.27
,0.29
,0.35
,0.64
,0.72
,0.74
,0.78
,0.76
,0.82
,0.9
,0.87
,0.94
,1.11
,0.85
,1
,1.15
,1.5
,1.41
,1.42
,1.48
,1.47
,1.43
,1.64
,1.63
,1.64
,1.58
,1.51
,1.5
,1.5
,1.39
,1.48
,1.49
,1.55
,1.45
,1.44
,1.55
,1.66
,1.65
,1.59
,1.66
,1.71
,2.04
,2.32
,1.98
,2.32
,3.1
,3.15
,2.68
,2.52
,2.39
,2.03
,1.81
,1.59
,1.43
,1.5
,1.57
,1.64
,0.82
,0.79
,0.76
,0.7
,0.6
,0.49
,0.44
,0.42
,0.44
,0.54
,0.69
,0.7
,0.82
,0.79
,0.77
,0.74
,0.71
,0.65
,0.58
,0.58
,0.6
,0.64
,0.66
,0.68
,0.66
,0.66
,0.69
,0.72
,0.76
,0.78
,0.79
,0.9
,0.94
,0.94
,0.94
,0.77
,0.65
,0.57
,0.61
,0.71
,0.98
,0.97
,0.96
,1.03
,1.09
,1.13
,1.36
,1.72
,1.67
,1.85
,1.73
,1.58
,1.42
,1.305
,1.19
,1.23
,1.34
,1.23
,1.25
,1.29
,1.33
,1.34
,1.35
,1.37
,1.35
,1.32
,1.32
,1.33
,1.39
,1.37
,1.42
,1.45
,1.49
,1.49
,1.49
,1.51
,1.48
,1.49
,1.49
,1.49
,1.49
,1.68
,1.94
,1.91
,1.59
,1.33
,1.01
,1
,1.01
,1.09
,1.09
,1.24
,1.37
,1.563333333
,1.756666667
,1.95
,1.23
,1.2
,1.19
,1.18
,1.13
,1.1
,1.12
,1.11
,1.1
,1.09
,1.06
,1.06
,1.08
,1.06
,1.06
,1.06
,1.08
,1.11
,1.06
,1.01
,0.97
,0.97
,0.96
,0.95
,0.95
,0.96
,0.94
,0.96
,1.04
,1.09
,1.12
,1.15
,1.26
,1.12
,0.98
,0.95
,0.97
,1.02
,1.1
,1.31
,1.5
,1.84
,2.07
,1.68
,1.55
,1.34
,1.33
,1.37
,1.47
,1.51
,1.53
,1.74
,1.75
,1.67
,1.59
,1.47
,1.48
,1.42
,1.57
,1.74
,1.67
,1.43
,1.15
,1.11
,1.1
,1.1
,1.17
,1.16
,1.15
,1.17
,1.26
,1.28
,1.23
,1.11
,0.96
,0.88
,0.81
,0.78
,1.06
,0.92
,0.87
,0.85
,1
,1.11
,0.77
,0.77
,0.82
,0.81
,0.74
,0.66
,0.63
,0.6
,0.52
,0.733333333
,0.946666667
,1.16
,0.39
,0.38
,0.38
,0.39
,0.38
,0.37
,0.27
,0.21
,0.24
,0.24
,0.23
,0.22
,0.24
,0.22
,0.19
,0.22
,0.24
,0.19
,0.17
,0.16
,0.15
,0.16
,0.18
,0.16
,0.17
,0.19
,0.18
,0.19
,0.23
,0.23
,0.27
,0.37
,0.52
,0.87
,1.11
,1.05
,1.24
,1.29
,1.35
,1.08
,0.92
,0.93
,0.86
,0.89
,0.88
,0.95
,1
,1.08
,1.52
,1.16
,1.39
,1.55
,1.34
,1.615
,1.89
,1.65
,1.76
,1.64
,1.48
,1.6
,1.65
,1.71
,1.8
,1.58
,1.58
,1.65
,1.73
,1.61
,1.52
,1.48
,1.51
,1.69
,1.77
,1.82
,1.73
,1.67
,1.51
,1.51
,1.49
,1.51
,1.58
,1.82
,1.94
,1.63
,1.61
,1.77
,1.76
,1.45
,1.37
,1.36
,1.52
,1.48
,1.25
,1.333333333
,1.416666667
,1.5
,0.76
,0.73
,0.72
,0.72
,0.71
,0.71
,0.72
,0.71
,0.72
,0.78
,0.79
,0.79
,0.8
,0.81
,0.84
,0.81
,0.78
,0.78
,0.78
,0.76
,0.73
,0.73
,0.8
,0.79
,0.77
,0.7
,0.64
,0.65
,0.66
,0.64
,0.66
,0.65
,0.65
,0.76
,0.85
,0.71
,0.85
,0.95
,1.04
,1.08
,1.19
,1.23
,1.17
,1.17
,1.29
,1.6
,1.39
,1.29
,1.36
,1.34
,1.56
,1.45
,1.21
,1.6
,1.99
,1.79
,1.71
,1.79
,1.73
,1.77
,1.69
,1.77
,1.64
,1.55
,1.61
,1.67
,1.63
,1.45
,1.53
,1.52
,1.45
,1.44
,1.49
,1.68
,1.8
,1.69
,1.72
,1.57
,1.52
,1.47
,1.43
,1.52
,1.75
,1.89
,2.13
,1.94
,1.9
,1.94
,2.21
,2.16
,1.85
,1.77
,1.58
,1.726666667
,1.873333333
,2.02
,1.29
,1.23
,1.13
,1.05
,1
,1.01
,1
,1
,0.98
,0.97
,1.01
,1
,0.98
,1.01
,1
,0.98
,0.97
,0.98
,0.96
,0.94
,0.95
,0.96
,1.01
,1.03
,1.12
,1.11
,1.08
,0.94
,0.98
,1.06
,1.12
,1.27
,1.92
,1.59
,1.03
,1.01
,1.02
,1.23
,1.2
,1.21
,1.28
,1.2
,1.13
,1.2
,1.35
,1.42
,1.81
,1.66
,1.64
,1.6
,1.61
,1.79
,2.22
,1.905
,1.59
,1.42
,1.36
,1.4
,1.36
,1.37
,1.67
,1.73
,1.61
,2.1
,2.04
,1.71
,1.59
,1.51
,1.44
,1.45
,1.58
,1.35
,1.48
,1.53
,1.58
,1.52
,1.4
,1.31
,1.23
,1.23
,1.19
,1.31
,1.75
,1.6
,1.32
,1.11
,0.98
,1.03
,1.12
,1.24
,1.26
,1.19
,1.12
,1.33
,1.54
,1.75
,0.95
,0.89
,0.88
,0.88
,0.87
,0.84
,0.81
,0.81
,0.79
,0.8
,0.84
,0.85
,0.85
,0.86
,0.86
,0.86
,0.84
,0.79
,0.77
,0.76
,0.74
,0.74
,0.76
,0.78
,0.97
,0.98
,1.02
,1.04
,1.13
,1.25
,1.32
,1.34
,1.18
,0.95
,0.93
,0.92
,0.92
,0.86
,0.89
,1
,1.08
,1.18
,1.12
,1.05
,1
,1.2
,1.36
,1.34
,1.39
,1.44
,1.29
,1.34
,1.37
,1.355
,1.34
,1.28
,1.24
,1.25
,1.35
,1.36
,1.4
,1.4
,1.41
,1.5
,1.55
,1.49
,1.58
,1.65
,1.55
,1.42
,1.01
,1.06
,1.13
,1.21
,1.12
,1.09
,1.16
,1.17
,1.33
,1.35
,1.21
,1.06
,0.92
,0.97
,0.92
,0.84
,0.87
,0.92
,0.93
,1
,1.33
,1.19
,0.77
,0.913333333
,1.056666667
,1.2
,0.45
,0.4
,0.38
,0.37
,0.35
,0.33
,0.27
,0.26
,0.21
,0.17
,0.15
,0.16
,0.24
,0.24
,0.24
,0.25
,0.33
,0.38
,0.38
,0.38
,0.39
,0.38
,0.38
,0.38
,0.4
,0.41
,0.42
,0.44
,0.5
,0.76
,0.78
,0.71
,0.73
,0.84
,0.96
,1.18
,1.17
,1.1
,1.05
,1.04
,1.24
,1.17
,1.17
,1.24
,1.31
,1.5
,1.69
,1.81
,1.61
,1.52
,1.45
,1.37
,1.39
,1.28
,1.17
,1.12
,1.19
,1.29
,1.29
,1.26
,1.32
,1.25
,1.35
,1.36
,1.52
,1.61
,1.67
,1.73
,1.74
,1.71
,1.73
,1.85
,1.99
,1.96
,1.92
,1.95
,1.91
,1.73
,1.58
,1.51
,1.5
,1.52
,1.72
,1.76
,1.81
,1.52
,1.34
,1.4
,1.53
,1.43
,1.34
,1.33
,1.29
,1.506666667
,1.723333333
,1.94
,1.19
,1.16
,1.12
,1.1
,1.01
,0.96
,0.95
,0.94
,0.95
,0.95
,0.93
,0.95
,0.97
,0.94
,0.9
,0.93
,0.94
,0.93
,0.92
,0.92
,0.93
,0.9
,0.86
,0.88
,0.88
,0.89
,0.89
,0.89
,0.9
,0.93
,0.95
,0.98
,1.01
,0.97
,0.95
,0.98
,0.98
,1.01
,1.01
,1
,1.05
,1.05
,1.05
,1.06
,1.1
,1.06
,1.01
,1.01
,1.03
,1.19
,1.33
,1.31
,1.32
,1.24
,1.16
,1.19
,1.190550459
,1.191100917
,1.191651376
,1.192201835
,1.192752294
,1.193302752
,1.193853211
,1.19440367
,1.194954128
,1.195504587
,1.196055046
,1.196605505
,1.197155963
,1.197706422
,1.198256881
,1.198807339
,1.199357798
,1.199908257
,1.200458716
,1.201009174
,1.201559633
,1.202110092
,1.20266055
,1.203211009
,1.203761468
,1.204311927
,1.204862385
,1.205412844
,1.205963303
,1.206513761
,1.20706422
,1.207614679
,1.208165138
,1.208715596
,1.209266055
,1.209816514
,1.210366972
,1.210917431
,1.21146789
,1.212018349
,1.212568807
,1.213119266
,1.213669725
,1.214220183
,1.214770642
,1.215321101
,1.21587156
,1.216422018
,1.216972477
,1.217522936
,1.218073394
,1.218623853
,1.219174312
,1.219724771
,1.220275229
,1.220825688
,1.221376147
,1.221926606
,1.222477064
,1.223027523
,1.223577982
,1.22412844
,1.224678899
,1.225229358
,1.225779817
,1.226330275
,1.226880734
,1.227431193
,1.227981651
,1.22853211
,1.229082569
,1.229633028
,1.230183486
,1.230733945
,1.231284404
,1.231834862
,1.232385321
,1.23293578
,1.233486239
,1.234036697
,1.234587156
,1.235137615
,1.235688073
,1.236238532
,1.236788991
,1.23733945
,1.237889908
,1.238440367
,1.238990826
,1.239541284
,1.240091743
,1.240642202
,1.241192661
,1.241743119
,1.242293578
,1.242844037
,1.243394495
,1.243944954
