From, NO2 (Âµg/m3)
09/02/2023 12:15,53.825
09/02/2023 12:30,50.4
09/02/2023 12:45,48.8
09/02/2023 13:00,47.7
09/02/2023 13:15,47.5
09/02/2023 13:30,48.4
09/02/2023 13:45,47.6
09/02/2023 14:00,39.7
09/02/2023 14:15,35.3
09/02/2023 14:30,33.8
09/02/2023 14:45,37.8
09/02/2023 15:00,40.7
09/02/2023 15:15,44.3
09/02/2023 15:30,46.1
09/02/2023 15:45,49.1
09/02/2023 16:00,52.3
09/02/2023 16:15,55
09/02/2023 16:30,55.4
09/02/2023 16:45,55.1
09/02/2023 17:00,54.8
09/02/2023 17:15,54.1
09/02/2023 17:30,52.9
09/02/2023 17:45,50.1
09/02/2023 18:00,45.7
09/02/2023 18:15,40
09/02/2023 18:30,36.2
09/02/2023 18:45,33.4
09/02/2023 19:00,30.9
09/02/2023 19:15,29.7
09/02/2023 19:30,31.2
09/02/2023 19:45,33.5
09/02/2023 20:00,35.6
09/02/2023 20:15,39.3
09/02/2023 20:30,40.9
09/02/2023 20:45,42.8
09/02/2023 21:00,43.6
09/02/2023 21:15,44.8
09/02/2023 21:30,45.4
09/02/2023 21:45,47.2
09/02/2023 22:00,48.7
09/02/2023 22:15,50.6
09/02/2023 22:30,50.6
09/02/2023 22:45,52.8
09/02/2023 23:00,53.4
09/02/2023 23:15,54.8
09/02/2023 23:30,55.9
09/02/2023 23:45,56.1
10/02/2023 00:00,56.1
10/02/2023 00:15,57.9
10/02/2023 00:30,59
10/02/2023 00:45,60.9
10/02/2023 01:00,63.2
10/02/2023 01:15,65.9
10/02/2023 01:30,67.1
10/02/2023 01:45,68.2
10/02/2023 02:00,69.1
10/02/2023 02:15,70.8
10/02/2023 02:30,72
10/02/2023 02:45,71.9
10/02/2023 03:00,72.1
10/02/2023 03:15,72.7
10/02/2023 03:30,74.3
10/02/2023 03:45,73.9
10/02/2023 04:00,72.6
10/02/2023 04:15,73.6
10/02/2023 04:30,74.3
10/02/2023 04:45,73.5
10/02/2023 05:00,72.7
10/02/2023 05:15,72.3
10/02/2023 05:30,72.2
10/02/2023 05:45,71.6
10/02/2023 06:00,72.8
10/02/2023 06:15,71.5
10/02/2023 06:30,70.1
10/02/2023 06:45,71
10/02/2023 07:00,71.7
10/02/2023 07:15,72.2
10/02/2023 07:30,71
10/02/2023 07:45,70
10/02/2023 08:00,69.6
10/02/2023 08:15,70.6
10/02/2023 08:30,72.8
10/02/2023 08:45,75.9
10/02/2023 09:00,78.2
10/02/2023 09:15,82.3
10/02/2023 09:30,84.1
10/02/2023 09:45,84.6
10/02/2023 10:00,86.6
10/02/2023 10:15,86.9
10/02/2023 10:30,85.3
10/02/2023 10:45,83
10/02/2023 11:00,83.3
10/02/2023 11:15,85.3
10/02/2023 11:30,87.5
10/02/2023 11:45,86.025
10/02/2023 12:00,84.55
10/02/2023 12:15,83.075
10/02/2023 12:30,81.6
10/02/2023 12:45,82.5
10/02/2023 13:00,82.7
10/02/2023 13:15,81.2
10/02/2023 13:30,76
10/02/2023 13:45,72.6
10/02/2023 14:00,70.8
10/02/2023 14:15,64.7
10/02/2023 14:30,62.6
10/02/2023 14:45,58.3
10/02/2023 15:00,57.3
10/02/2023 15:15,46.5
10/02/2023 15:30,27.2
10/02/2023 15:45,20.3
10/02/2023 16:00,18.6
10/02/2023 16:15,19.6
10/02/2023 16:30,19.4
10/02/2023 16:45,20.5
10/02/2023 17:00,24
10/02/2023 17:15,28.2
10/02/2023 17:30,31.3
10/02/2023 17:45,37.7
10/02/2023 18:00,44.4
10/02/2023 18:15,50.4
10/02/2023 18:30,55.3
10/02/2023 18:45,62.1
10/02/2023 19:00,68.6
10/02/2023 19:15,74
10/02/2023 19:30,75.36666667
10/02/2023 19:45,76.73333333
10/02/2023 20:00,78.1
10/02/2023 20:15,78.1
10/02/2023 20:30,77.6
10/02/2023 20:45,76.3
10/02/2023 21:00,79.6
10/02/2023 21:15,80.7
10/02/2023 21:30,80.5
10/02/2023 21:45,81
10/02/2023 22:00,82.9
10/02/2023 22:15,82.3
10/02/2023 22:30,80.3
10/02/2023 22:45,80.1
10/02/2023 23:00,80.9
10/02/2023 23:15,81.3
10/02/2023 23:30,82
10/02/2023 23:45,81.9
,81
,80.5
,79.2
,77.5
,76.8
,78
,79.7
,79.2
,79.2
,79.7
,80.1
,79.9
,80.9
,79.9
,79.9
,80.4
,82.5
,81
,81.6
,79.9
,77.6
,75.8
,74.3
,73.4
,71.5
,71.4
,69.2
,67.7
,67.6
,66.9
,66.9
,67.7
,69.1
,71
,71.6
,71.6
,74.8
,80.7
,84.3
,84
,82.2
,79.8
,77
,75.9
,74.9
,73.1
,72.4
,70.6
,68.8
,67
,65.2
,67.8
,65.7
,61.1
,57.7
,57.8
,58.1
,55.4
,53.2
,51.2
,50.1
,51.9
,54.4
,50.32
,46.24
,42.16
,38.08
,34
,38.9
,39.7
,36.3
,36.2
,38.3
,41.7
,45.8
,49.5
,52.1
,52.9
,54.8
,55.3
,58.2
,61
,59.4
,57.4
,57.6
,59.4
,61.9
,63.1
,65
,66.3
,66
,66.4
,67.1
,67
,65.9
,65.8
,66.4
,66.1
,66
,67.2
,66.8
,67.8
,68.4
,67.9
,69
,69.9
,71.1
,72.7
,75.9
,77.1
,78.4
,78.4
,79.9
,80.2
,80.1
,79.9
,80.9
,83.2
,83.3
,81.3
,80.2
,78.4
,75.8
,73.5
,72.3
,70.6
,69.5
,68.8
,69.1
,67.7
,66.9
,66.2
,65.4
,65.1
,65.3
,65.2
,63.9
,61.8
,59.7
,58
,56.2
,54.6
,53.9
,54.25
,54.6
,54.95
,55.3
,56.1
,55.6
,54.5
,53.7
,53.5
,50.4
,47.7
,45.8
,44.4
,43.6
,42.7
,41.8
,41.2
,41
,40.7
,40.6
,42.2
,42.5
,43.7
,43.1
,42.5
,43.6
,45.1
,47.1
,49.5
,50.6
,49.8
,47.5
,45.2
,42.8
,39.7
,37.9
,36.2
,34.4
,33.5
,33.8
,33.8
,34
,34.9
,35.5
,36.3
,36.8
,37.9
,38.9
,42
,43.4
,44.4
,45.3
,47.4
,50.1
,51.5
,51.8
,51.9
,52.1
,52.5
,54.7
,57.2
,60.9
,63.3
,64.6
,66.1
,67.5
,69.5
,71.3
,71.9
,71.8
,72.1
,71.6
,70.9
,69.4
,69.8
,70.6
,71
,71.1
,71.5
,71.7
,72.8
,73.6
,74.6
,75.5
,75.2
,74.9
,75.6
,75.7
,75.1
,73.4
,67.9
,64.2
,61.6
,62.5
,61.3
,59.4
,58.625
,57.85
,57.075
,56.3
,56
,56.9
,57.4
,57.7
,58.5
,56.1
,55.4
,53.7
,55
,57.1
,57.8
,57.9
,58.6
,60.1
,60.9
,61.6
,63.2
,64
,65.7
,66.6
,67.1
,67.2
,68.8
,71
,73
,76.2
,79.3
,81.4
,82.9
,83.4
,84.2
,85
,86.1
,86.3
,87.1
,87.1
,87.1
,86
,85.4
,83.4
,81.6
,80
,77.5
,76.2
,74.7
,73.3
,72.4
,72.1
,72.1
,71.4
,71.9
,71
,68.8
,66.8
,65.4
,65.3
,66.3
,66.5
,66.2
,65.3
,64.1
,63.6
,64.5
,64.7
,63.8
,63.9
,64.1
,64.1
,63.6
,62.7
,62.3
,62.3
,61
,61
,61.2
,61.4
,61.7
,62.5
,64.3
,66
,66.9
,68.4
,69.6
,70.9
,71.2
,68.9
,66
,64.5
,63.9
,65.1
,65.1
,63.7
,62.55
,61.4
,60.25
,59.1
,60.4
,60
,59.4
,57.8
,58
,57.5
,56.9
,54.2
,51.5
,49.7
,49.05
,48.4
,47.5
,48.5
,47.4
,42.9
,42.7
,40.9
,40.9
,43.8
,47.2
,51.4
,53.8
,55.2
,56.5
,57.9
,59.6
,63
,65.3
,66.9
,68.2
,70.6
,71.6
,73.4
,74.9
,74.7
,75.4
,75.3
,75.8
,74.9
,75.7
,74.5
,73.8
,73.2
,72.3
,71.3
,70.7
,71
,71.9
,71.3
,71.6
,70.9
,70.5
,70.3
,70.6
,69.7
,70
,70.6
,70.9
,71.6
,72.7
,73.4
,73.5
,73.2
,73.2
,73.1
,72.7
,72.9
,71.6
,71.2
,70.6
,68.1
,66.8
,67.3
,67.5
,67.4
,67.6
,69.4
,69.8
,69.9
,71.6
,73.3
,74.9
,76.4
,77.2
,76.6
,74.8
,73.2
,70.2
,68.3
,67.4
,66.6
,66.85
,67.1
,67.35
,67.6
,68.8
,69.9
,71
,72.2
,73
,72.8
,72
,71.9
,70.1
,68.4
,67.6
,67.2
,68.8
,68.5
,68.5
,65.5
,55.5
,50.6
,51.8
,53.8
,56.7
,60
,62.9
,66.1
,68.3
,70.5
,73.7
,76.2
,79.3
,82.1
,83.9
,85.1
,86.9
,88.3
,89.7
,90.9
,90.4
,91.2
,91.2
,91.4
,91.4
,89.7
,89.7
,88.9
,88
,85.9
,83.8
,81.3
,80.2
,80.6
,82.2
,83.9
,85
,87.6
,89.4
,91.3
,91.6
,90.4
,91.6
,92.8
,94.2
,95.5
,96.4
,96.1
,95.3
,95.4
,94.3
,93
,92.9
,91.4
,90.2
,88.3
,86.6
,82.9
,82.1
,82.3
,82.3
,82.8
,82.8
,82.9
,84
,84.5
,88.8
,91
,89.9
,86.3
,80.4
,73.2
,48.6
,36.2
,35
,33.4
,29.75
,26.1
,22.45
,18.8
,19.9
,26.1
,34.3
,64.4
,64.4
,60.9
,59
,60.8
,64
,69
,76.3
,78.9
,79
,77.2
,72
,68.9
,68.7
,68.5
,56.1
,48.1
,47.9
,51.9
,55.1
,60.2
,66
,71.1
,75.1
,77.2
,79.8
,81.9
,82.3
,83.3
,82.9
,82.7
,83.6
,81.9
,81.1
,81.3
,80.9
,80
,80.6
,81
,80.7
,78.9
,78.6
,77.8
,77.6
,77.6
,78
,77.3
,77.5
,76.5
,76
,77.1
,78.2
,78.4
,78.7
,78.6
,80.3
,80
,78.5
,77.9
,78.3
,77.1
,76.1
,75.5
,74.6
,73.6
,72.4
,71.9
,72.2
,71
,68.5
,67.2
,66.5
,64.1
,64.1
,64.2
,63.4
,63.4
,64.1
,66.3
,69.3
,72
,74.2
,74.3
,73.5
,70.5
,67.1
,68.1
,58.7
,59.9
,65.5
,71.1
,76.7
,82.3
,88
,89.3
,84.6
,79.6
,75.8
,74.5
,71
,66
,80.1
,55
,44.7
,44
,28.8
,17.4
,23.1
,27
,28.1
,27.3
,26
,25.4
,24.6
,23.9
,25.7
,27.5
,30
,31.9
,32.1
,31.4
,28
,24.2
,21.7
,19
,14.9
,10.7
,5.7
,2.6
,0.9
,0.6
,0.7
,0.8
,0.2
,1.05
,1.9
,4.6
,2.6
,1.9
,3
,2.8
,4.6
,3
,2
,3.2
,5.3
,7.4
,8.3
,9.1
,11.4
,13.9
,15.9
,17.9
,19.5
,21.9
,23.9
,23.8
,24.6
,25
,26.1
,25.9
,25.2
,24.8
,24.8
,25.6
,26.5
,27.9
,26.2
,26
,25.7
,26.1
,26.7
,28
,30.2
,31.9
,33.5
,38.6
,41.4
,39.7
,40.5
,63.2
,84.1
,76.8
,59.7
,38.2
,34.475
,30.75
,27.025
,23.3
,29.5
,42.4
,47.1
,49
,50.3
,54.3
,54.4
,52.4
,50.9
,50.6
,49.7
,49.7
,49.6
,38.3
,26.5
,27.7
,27.4
,28.8
,33.6
,38.5
,43.4
,48.3
,51.2
,57.3
,62.1
,66.5
,69.6
,71
,71.3
,73.4
,75.9
,76.7
,76.9
,76.9
,77
,75.7
,75.3
,74.6
,73.9
,73
,71.9
,71
,70.5
,69.3
,67
,65.5
,65.1
,64.1
,63.9
,64.4
,64.4
,62.5
,62.1
,61.2
,61.3
,61.6
,63
,63.6
,63.1
,62.1
,60.8
,60.1
,59.3
,56.9
,55.4
,54.8
,53.5
,52
,51.2
,49
,48.2
,48.1
,46.8
,46.9
,47.7
,46.5
,47.1
,47.2
,49
,51.5
,52.1
,51.4
,50.6
,53.3
,53.5
,49.9
,48.4
,46.1
,36.4
,24.9
,19.1
,21.3
,20
,18.7
,17.4
,16.1
,15.4
,22.1
,29.5
,36.8
,42.5
,46.6
,48
,48
,39.8
,34.9
,25.2
,19.1
,20.3
,23
,27
,31.5
,36.1
,35
,33.8
,33.7
,35.1
,37.3
,40.6
,42.2
,43.5
,46.4
,48.4
,48
,45.3
,43.7
,41.8
,40.3
,39
,39
,39.9
,43.7
,47.9
,50.1
,50.4
,49.5
,50.8
,54.8
,58.1
,60
,59.6
,59.7
,59.5
,61.4
,62.4
,63.6
,64.7
,64.4
,64.6
,62.9
,58.4
,52.3
,47.1
,42.7
,38.2
,36.2
,35.5
,35.9
,34.9
,34.7
,35.5
,37.3
,38.2
,39.3
,41
,41.9
,41.3
,39.8
,37.6
,35.9
,34
,33.4
,34.4
,38.4
,41.4
,44.3
,45.6
,44.6
,41.5
,39.3
,35
,31.5
,29.1
,28
,26.9
,25.8
,24.9
,25.8
,26.55
,27.3
,28.05
,28.8
,28.3
,27.7
,27.6
,26.9
,26.5
,27.4
,28.7
,29.7
,28.8
,28.3
,28
,27.6
,26.7
,27.5
,27.2
,26
,26.2
,27.7
,29.8
,31.2
,33.8
,36.3
,40.5
,47.4
,56
,64.5
,68.2
,70.4
,69
,72.9
,78.4
,72.5
,68.2
,67.4
,67
,65
,65.4
,64.5
,64.8
,64.2
,63.2
,62.7
,61.7
,59.8
,60
,60.4
,59.2
,58.1
,58.9
,58.1
,57.5
,58.2
,57.1
,56.4
,55.3
,54.4
,51.2
,51.7
,53.6
,54.6
,59.7
,59.6
,57.5
,55.9
,56.3
,56.2
,54.7
,53.6
,52.3
,49.6
,49.2
,49.2
,49.6
,52.2
,55.9
,57.5
,67.6
,62.8
,60.7
,51.2
,43.7
,37
,33.6
,31.8
,30.8
,29.6
,28.3
,27.9
,26.8
,26
,25.9
,26.3
,25.7
,25.1
,24.5
,23.9
,24.2
,23.7
,24.1
,23
,23.6
,23.4
,23.9
,24.6
,25.8
,25.9
,25.9
,25.5
,25
,24.3
,24.3
,24.9
,23.9
,23.8
,24.7
,28.4
,34.3
,38.6
,43.6
,49.5
,55
,60.8
,70.7
,72
,74.4
,74.7
,75
,74.7
,75
,74.7
,72.5
,69.8
,68.1
,68.2
,66.8
,65.4
,62.7
,62.2
,60
,58
,57
,56.1
,55.4
,55.2
,56.4
,55.4
,56
,56.7
,54.3
,53
,50.1
,50.9
,43.9
,46.6
,45.2
,41.7
,38.1
,36
,34.8
,33.1
,32.3
,32.9
,33.4
,34.5
,35.6
,37.4
,39.7
,42.6
,35.9
,38.8
,45.2
,46.3
,52.9
,52.4
,47.9
,47
,44.9
,42.9
,40.3
,38.3
,35.5
,31.8
,29.2
,28.7
,28.7
,30.1
,31.8
,33.7
,32.35
,31
,29.65
,28.3
,28
,28.4
,28.4
,28.2
,27.4
,26.9
,27.3
,27.7
,28.5
,28.9
,29
,29
,29.6
,30.7
,31.8
,30.9
,30
,30.1
,32.1
,34.6
,35
,36
,37.3
,40.7
,44.3
,45.6
,44.6
,42.2
,41.3
,41.2
,44.4
,54.7
,65.6
,63.1
,64.5
,63.5
,63
,58.4
,55.8
,52.5
,54.7
,58.3
,59.4
,58.1
,56.7
,54.2
,53.2
,50.4
,47.4
,47.9
,48.2
,47.4
,46.5
,46.2
,48
,48.1
,46.2
,44.3
,43.5
,42.1
,41
,39.9
,40.7
,41.5
,35.6
,39.4
,47.2
,45.6
,46.4
,46.1
,46.8
,49.1
,49.5
,51.2
,53.4
,55.3
,57.4
,62.6
,56.8
,67.5
,61.6
,52
,44.3
,39.8
,38.9
,43.1
,46.9
,51
,54
,53.4
,55
,59
,53.875
,48.75
,43.625
,38.5
,36.9
,34.2
,31
,29.1
,27.2
,27.3
,27.1
,26.8
,26.8
,27.1
,27.6
,28.3
,28.2
,28.8
,28.9
,29
,29
,28.3
,28.9
,30.2
,30.9
,31.4
,31.8
,32.3
,33.7
,35.3
,34.9
,34.9
,34.6
,33.7
,32.5
,32.1
,32.8
,33.5
,37.2
,44.2
,48.9
,50.8
,50.5
,50.3
,49.9
,49
,50.6
,54.6
,58.5
,59.8
,59.6
,59.6
,59.6
,59.1
,58.8
,58.1
,57.8
,57.5
,57.6
,55.3
,52.1
,50
,48.3
,46.8
,44.4
,42.1
,40.8
,39.7
,40.2
,36.4
,37.8
,40.6
,42.4
,39.2
,50.4
,45.2
,50.3
,53.6
,55
,58.1
,63.2
,62.6
,67.3
,58.2
,55.3
,48.5
,43
,40.3
,37.4
,35.6
,35.5
,37.9
,39.5
,38.4
,37.7
,38.8
,37.425
,36.05
,34.675
,33.3
,32.9
,32.2
,31.7
,30.2
,28.8
,28.4
,28
,27.9
,27.9
,27.9
,28.9
,28.8
,29.7
,29.7
,29.5
,30.3
,30.2
,29.4
,27.4
,27.1
,28.1
,30.6
,34.2
,38
,41.1
,44.6
,46.5
,48.8
,47.9
,46.2
,44.9
,43
,41.7
,45.1
,53.7
,65.1
,65.9
,62.9
,61.8
,61.4
,60.7
,58
,56.2
,55.3
,52.8
,50.8
,49.1
,49.9
,51.3
,44.6
,52.5
,56
,55.5
,55.3
,55.2
,54.7
,53.1
,52
,51.2
,49.1
,47.5
,45.8
,46.2
,47.1
,47.6
,47.6
,43.8
,41.3
,47.4
,47.8
,48
,46.8
,45.9
,46.5
,47.1
,53.6
,78.4
,77.8
,78.9
,82.3
,83.5
,90.2
,75.4
,84.4
,76.9
,67.8
,65.5
,63.9
,65.2
,66.2
,65.3
,64.4
,64.7
,65
,65.3
,65.6
,65.4
,66.9
,69.4
,69.5
,68.9
,67.2
,63.7
,59.7
,55.3
,48.1
,40.9
,35.8
,31.5
,29.8
,29.7
,28.9
,29.3
,29.6
,29.5
,29.7
,31.6
,34.9
,37.9
,40.1
,43.1
,46.1
,49.6
,50.6
,49.5
,47.6
,45
,47.1
,51.5
,54.5
,55.3
,56.8
,57.1
,58.2
,58.1
,51
,56.1
,59.4
,60.4
,59.5
,58.5
,59.7
,58.8
,58.6
,57.7
,56.9
,55.7
,52.4
,50.5
,50.2
,48.2
,45.4
,43.7
,42
,42.7
,43.7
,43.6
,45.1
,46.7
,48.7
,49.5
,48.1
,48
,48.1
,47.2
,46.7
,46
,45.9
,45.7
,46.6
,46.7
,49.1
,50.3
,56.4
,54.1
,56.5
,56.2
,51.8
,46.1
,41.4
,37.1
,32.1
,29.6
,28.8
,27.3
,24.7
,23.7
,24.2
,24.95
,25.7
,26.45
,27.2
,29.3
,30.8
,32.3
,36.7
,41.7
,47.3
,52
,56.1
,60.6
,64
,65.2
,67
,69.4
,71.6
,73.6
,73.9
,74.2
,76
,74.2
,72.9
,75
,77.5
,79.3
,80.4
,81
,82.5
,83.7
,84.3
,85
,85.4
,86.7
,87.5
,88.6
,89.8
,89.3
,88.6
,88.8
,90.2
,91.3
,91.7
,92.2
,91.2
,90.3
,89.3
,90
,90.7
,90.1
,89.5
,88.4
,89.3
,87.9
,88.5
,90
,90.5
,91.6
,91.5
,91.5
,90.8
,89.5
,89
,88.9
,88.1
,89
,90.5
,90.2
,89.7
,88.2
,86.6
,85.8
,85.3
,86
,85.6
,84.6
,84.8
,85.8
,85.6
,85.8
,86
,86.9
,87.9
,88.7
,89.5
,90.2
,91.6
,92
,90.9
,56.7
,25.5
,15.5
,9.8
,11.7
,19.1
,18.875
,18.65
,18.425
,18.2
,20.3
,21
,25.3
,32.3
,39.4
,46.1
,50.9
,55.7
,58.6
,61.9
,64.1
,66.3
,68.8
,70.9
,72.2
,73.6
,74.7
,77.5
,73.5
,69.5
,71.6
,73.1
,75.3
,78.4
,81.2
,83.5
,85.9
,88.9
,90.9
,92
,93.1
,94.5
,95.9
,97.5
,98
,99.5
,100.4
,101.5
,102.2
,102
,102
,100.3
,99.8
,99
,98.7
,98.8
,99.4
,99.3
,99.3
,98.9
,99.1
,98.6
,98
,97.6
,96.9
,95.9
,95.4
,94.6
,94.9
,93.9
,94
,92.4
,92.3
,91.9
,92.2
,92.2
,91.1
,90.9
,90.1
,89.4
,89.9
,90.6
,90.2
,89.7
,89.3
,89.5
,90.3
,90
,91.5
,94.1
,94.8
,95.6
,95.8
,97
,99.4
,99.5
,98.6
,96.3
,43.1
,29.5
,28
,33.1
,36.5
,39.9
,43.3
,46.7
,58.3
,65.4
,71.5
,75.8
,78.7
,81.6
,83.4
,83.5
,83
,83.2
,84.7
,83.9
,43.9
,55.6
,58.7
,59.2
,60.9
,64.7
,69.2
,68.6
,69.1
,72.8
,73.9
,77.1
,80.3
,82.9
,84.8
,86.9
,88.3
,91.8
,93.5
,95.8
,97.4
,98.6
,99.3
,99.2
,99.6
,100.4
,100.6
,100.4
,101.2
,100.8
,101.1
,101
,99.7
,98.4
,98.9
,99.6
,99.3
,98.9
,99.2
,97.5
,97.9
,98.7
,99.4
,99.8
,98.5
,98
,97.6
,97
,98
,98.3
,99
,98.4
,99
,100
,99.4
,97.9
,96.8
,96
,95.3
,95.6
,95.6
,94
,95.2
,95.3
,95.6
,95.6
,96.1
,96.5
,97.7
,99.3
,101.9
,100.4
,100.1
,98.2
,99.9
,101.6
,47.8
,36.1
,32
,31.7
,46.47500001
,61.25
,76.025
,90.8
,78
,84.1
,88.7
,88.3
,88.7
,92.4
,94.6
,97.3
,99.6
,100.6
,101.6
,102.8
,101.9
,102.7
,104
,104.3
,104.8
,60.9
,28
,23.9
,28.7
,35.5
,43.9
,51.5
,57.4
,63.4
,66.9
,69.9
,73.1
,76.8
,80.5
,83.2
,84.4
,87.3
,88.9
,88.2
,88.9
,88.7
,90.3
,92.3
,94.6
,95.4
,95.8
,96.8
,96.7
,96.7
,96.4
,96.3
,96.7
,97.6
,98
,98
,97.8
,97.9
,98.7
,98.2
,98.3
,98.3
,98.6
,100
,100.3
,99.6
,100.7
,101.2
,99.3
,98.5
,99.3
,97.8
,96.2
,95.1
,95.1
,94
,93.1
,92.7
,93.2
,93.1
,94.3
,95.2
,95.8
,96.3
,96.8
,99.3
,100.6
,101.3
,97.7
,96.2
,81.7
,44.3
,38.7
,37.8
,39.5
,41.2
,42.05
,42.9
,43.75
,44.6
,48.9
,55.3
,61.5
,67.4
,71.8
,76.9
,80.4
,82.8
,86.8
,91.3
,92.8
,95
,97.4
,99.4
,100.6
,97.9
,87.9
,80.9
,79.3
,78.5
,77.4
,79.3
,80.6
,81.6
,83.8
,85.6
,87.2
,87.4
,88.1
,88.6
,89.4
,91
,92.6
,95.9
,97
,97.7
,97.5
,97.4
,98.7
,99
,98.9
,99
,99.5
,99.2
,99.7
,100.2
,100.3
,99.2
,99.5
,98.8
,99.1
,97.3
,96.1
,97.5
,96.7
,95.6
,94.3
,94.2
,93.5
,92.6
,92.9
,91.3
,89.6
,89.9
,88.7
,88.8
,89.8
,89.1
,87.5
,86.6
,85.7
,86.4
,86.6
,85.7
,85.4
,86.1
,87.6
,89.3
,91.7
,94.1
,93.7
,94.5
,98.4
,99.9
,100.1
,96
,95.9
,48.9
,26.6
,23.9
,19.5
,19.9
,21.825
,23.75
,25.675
,27.6
,28.4
,28.2
,28
,27.7
,27.9
,28.3
,27.8
,27.6
,27.9
,28.3
,28.7
,28.7
,29.5
,29.6
,29.8
,30.6
,31
,31.6
,33.1
,33.9
,35.6
,36.2
,40.3
,45.1
,53.7
,59.9
,65
,69.2
,69.3
,71.3
,73.3
,73.3
,74.6
,73.8
,72.2
,70.7
,69.6
,67.6
,65
,61.6
,57
,54.4
,51.7
,48.4
,47.1
,47.1
,46.8
,48.7
,51.5
,49.8
,53.5
,56.2
,56.8
,55.5
,52.8
,51.5
,50.8
,49.5
,50
,50
,50.4
,52.7
,53.5
,53.1
,51.9
,48.8
,47.1
,46.1
,49.1
,50.4
,41
,41.1
,39.3
,39
,40.5
,43.8
,46.2
,48.3
,49
,49.4
,50.1
,48
,45.3
,43
,39
,30
,27.9
,30.3
,27.7
,25.6
,25.1
,23.9
,22.4
,20.9
,19.4
,17.9
,20.6
,22.8
,23.3
,22.7
,22.9
,23.9
,24.5
,25.3
,25.3
,25.4
,25.8
,26
,26.4
,27.7
,28.9
,28.1
,28
,28.3
,29.3
,30.8
,33.5
,34
,33.2
,32.1
,32.5
,33.3
,33.9
,35.2
,35.7
,35.5
,35.7
,36.7
,36.7
,37.2
,37.1
,36.8
,36.6
,37.7
,39.6
,41.7
,42.5
,41.8
,41.5
,40.4
,39.4
,39.8
,40.6
,40.6440367
,40.68807339
,40.73211009
,40.77614679
,40.82018349
,40.86422018
,40.90825688
,40.95229358
,40.99633028
,41.04036697
,41.08440367
,41.12844037
,41.17247706
,41.21651376
,41.26055046
,41.30458716
,41.34862385
,41.39266055
,41.43669725
,41.48073394
,41.52477064
,41.56880734
,41.61284404
,41.65688073
,41.70091743
,41.74495413
,41.78899083
,41.83302752
,41.87706422
,41.92110092
,41.96513761
,42.00917431
,42.05321101
,42.09724771
,42.1412844
,42.1853211
,42.2293578
,42.2733945
,42.31743119
,42.36146789
,42.40550459
,42.44954128
,42.49357798
,42.53761468
,42.58165138
,42.62568807
,42.66972477
,42.71376147
,42.75779817
,42.80183486
,42.84587156
,42.88990826
,42.93394495
,42.97798165
,43.02201835
,43.06605505
,43.11009174
,43.15412844
,43.19816514
,43.24220183
,43.28623853
,43.33027523
,43.37431193
,43.41834862
,43.46238532
,43.50642202
,43.55045872
,43.59449541
,43.63853211
,43.68256881
,43.7266055
,43.7706422
,43.8146789
,43.8587156
,43.90275229
,43.94678899
,43.99082569
,44.03486239
,44.07889908
,44.12293578
,44.16697248
,44.21100917
